## section 2 key
## There are 221  energy bands, each with  184  time bins.
## Emission    Energy of   Brightness    std. error  
##   Time      bin center (n/sterad(p)/   (n/sterad(p)/  
##   (us)         (eV)     pulse/us/eV)  pulse/us/eV)
  4.4978e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  4.7949e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  5.1116e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  5.4492e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  5.8091e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  6.1928e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  6.6019e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  7.0379e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  7.5028e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  7.9983e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  8.5266e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  9.0898e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  9.6902e-01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.0330e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  1.1013e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  1.1740e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  1.2515e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  1.3342e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  1.4223e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  1.5163e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  1.6164e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  1.7232e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  1.8370e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  1.9583e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  2.0877e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  2.2256e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  2.3726e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  2.5293e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  2.6964e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  2.8745e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  3.0643e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  3.2667e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  3.4825e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  3.7125e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  3.9577e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  4.2191e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  4.4978e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  4.7949e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  5.1116e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  5.4492e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  5.8091e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  6.1928e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  6.6019e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  7.0379e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  7.5028e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  7.9983e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  8.5266e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  9.0898e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  9.6902e+00   1.2589e-05   0.0000e+00   0.0000e+00 
  1.0330e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.1013e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.1740e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.2515e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.3342e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.4223e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.5163e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.6164e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.7232e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.8370e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.9583e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  2.0877e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  2.2256e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  2.3726e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  2.5293e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  2.6964e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  2.8745e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  3.0643e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  3.2667e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  3.4825e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  3.7125e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  3.9577e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  4.2191e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  4.4978e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  4.7949e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  5.1116e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  5.4492e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  5.8091e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  6.1928e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  6.6019e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  7.0379e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  7.5028e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  7.9983e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  8.5266e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  9.0898e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  9.6902e+01   1.2589e-05   0.0000e+00   0.0000e+00 
  1.0330e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  1.1013e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  1.1740e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  1.2515e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  1.3342e+02   1.2589e-05   2.9052e+09   2.9052e+09 
  1.4223e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  1.5163e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  1.6164e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  1.7232e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  1.8370e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  1.9583e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  2.0877e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  2.2256e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  2.3726e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  2.5293e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  2.6964e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  2.8745e+02   1.2589e-05   9.8283e+07   9.8195e+07 
  3.0643e+02   1.2589e-05   1.4301e+05   8.8138e+04 
  3.2667e+02   1.2589e-05   5.4230e+09   3.9642e+09 
  3.4825e+02   1.2589e-05   4.6194e+07   4.5713e+07 
  3.7125e+02   1.2589e-05   3.4166e+05   1.0838e+05 
  3.9577e+02   1.2589e-05   2.5035e+09   2.4887e+09 
  4.2191e+02   1.2589e-05   4.0158e+09   4.0154e+09 
  4.4978e+02   1.2589e-05   3.3360e+09   2.3659e+09 
  4.7949e+02   1.2589e-05   8.3557e+08   8.3524e+08 
  5.1116e+02   1.2589e-05   8.5946e+08   8.5921e+08 
  5.4492e+02   1.2589e-05   3.8941e+09   1.9536e+09 
  5.8091e+02   1.2589e-05   1.7580e+09   1.2786e+09 
  6.1928e+02   1.2589e-05   1.3054e+09   9.2369e+08 
  6.6019e+02   1.2589e-05   1.1737e+09   8.2979e+08 
  7.0379e+02   1.2589e-05   8.5732e+08   6.2610e+08 
  7.5028e+02   1.2589e-05   1.3943e+05   2.9141e+04 
  7.9983e+02   1.2589e-05   9.6852e+08   6.8474e+08 
  8.5266e+02   1.2589e-05   5.2166e+04   1.7178e+04 
  9.0898e+02   1.2589e-05   1.2535e+02   1.2162e+02 
  9.6902e+02   1.2589e-05   0.0000e+00   0.0000e+00 
  1.0330e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  1.1013e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  1.1740e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  1.2515e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  1.3342e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  1.4223e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  1.5163e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  1.6164e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  1.7232e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  1.8370e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  1.9583e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  2.0877e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  2.2256e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  2.3726e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  2.5293e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  2.6964e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  2.8745e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  3.0643e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  3.2667e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  3.4825e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  3.7125e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  3.9577e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  4.2191e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  4.4978e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  4.7949e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  5.1116e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  5.4492e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  5.8091e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  6.1928e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  6.6019e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  7.0379e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  7.5028e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  7.9983e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  8.5266e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  9.0898e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  9.6902e+03   1.2589e-05   0.0000e+00   0.0000e+00 
  5.5000e+04   1.2589e-05   0.0000e+00   0.0000e+00 
  5.5000e+05   1.2589e-05   0.0000e+00   0.0000e+00 
  5.5000e+06   1.2589e-05   0.0000e+00   0.0000e+00 


  5.0000e-02   1.4125e-05   0.0000e+00   0.0000e+00 
  1.0330e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.1013e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.1740e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.2515e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.3342e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.4223e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.5163e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.6164e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.7232e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.8370e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.9583e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.0877e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.2256e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.3726e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.5293e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.6964e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.8745e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  3.0643e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  3.2667e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  3.4825e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  3.7125e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  3.9577e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  4.2191e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  4.4978e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  4.7949e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  5.1116e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  5.4492e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  5.8091e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  6.1928e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  6.6019e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  7.0379e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  7.5028e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  7.9983e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  8.5266e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  9.0898e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  9.6902e-01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.0330e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  1.1013e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  1.1740e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  1.2515e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  1.3342e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  1.4223e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  1.5163e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  1.6164e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  1.7232e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  1.8370e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  1.9583e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  2.0877e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  2.2256e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  2.3726e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  2.5293e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  2.6964e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  2.8745e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  3.0643e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  3.2667e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  3.4825e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  3.7125e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  3.9577e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  4.2191e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  4.4978e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  4.7949e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  5.1116e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  5.4492e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  5.8091e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  6.1928e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  6.6019e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  7.0379e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  7.5028e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  7.9983e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  8.5266e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  9.0898e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  9.6902e+00   1.4125e-05   0.0000e+00   0.0000e+00 
  1.0330e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.1013e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.1740e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.2515e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.3342e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.4223e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.5163e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.6164e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.7232e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.8370e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.9583e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.0877e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.2256e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.3726e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.5293e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.6964e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  2.8745e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  3.0643e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  3.2667e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  3.4825e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  3.7125e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  3.9577e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  4.2191e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  4.4978e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  4.7949e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  5.1116e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  5.4492e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  5.8091e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  6.1928e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  6.6019e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  7.0379e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  7.5028e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  7.9983e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  8.5266e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  9.0898e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  9.6902e+01   1.4125e-05   0.0000e+00   0.0000e+00 
  1.0330e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  1.1013e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  1.1740e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  1.2515e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  1.3342e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  1.4223e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  1.5163e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  1.6164e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  1.7232e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  1.8370e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  1.9583e+02   1.4125e-05   1.7624e+09   1.7624e+09 
  2.0877e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  2.2256e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  2.3726e+02   1.4125e-05   7.9956e+07   7.9956e+07 
  2.5293e+02   1.4125e-05   7.1502e+07   7.1502e+07 
  2.6964e+02   1.4125e-05   4.3766e+05   2.2557e+05 
  2.8745e+02   1.4125e-05   3.6601e+09   3.6601e+09 
  3.0643e+02   1.4125e-05   3.2063e+09   3.1021e+09 
  3.2667e+02   1.4125e-05   2.7514e+09   2.7511e+09 
  3.4825e+02   1.4125e-05   1.6099e+09   1.6094e+09 
  3.7125e+02   1.4125e-05   3.0790e+09   2.1836e+09 
  3.9577e+02   1.4125e-05   1.5374e+09   1.5371e+09 
  4.2191e+02   1.4125e-05   1.1378e+09   1.1373e+09 
  4.4978e+02   1.4125e-05   3.7370e+07   3.7131e+07 
  4.7949e+02   1.4125e-05   3.0629e+05   6.8731e+04 
  5.1116e+02   1.4125e-05   1.7901e+09   1.2787e+09 
  5.4492e+02   1.4125e-05   9.7844e+08   9.7824e+08 
  5.8091e+02   1.4125e-05   8.5996e+08   8.5962e+08 
  6.1928e+02   1.4125e-05   1.1154e+09   7.8857e+08 
  6.6019e+02   1.4125e-05   1.0767e+09   7.6147e+08 
  7.0379e+02   1.4125e-05   1.5351e+09   8.8776e+08 
  7.5028e+02   1.4125e-05   1.3803e+09   7.9682e+08 
  7.9983e+02   1.4125e-05   3.9392e+04   1.0853e+04 
  8.5266e+02   1.4125e-05   8.4465e-01   8.4465e-01 
  9.0898e+02   1.4125e-05   0.0000e+00   0.0000e+00 
  9.6902e+02   1.4125e-05   3.5619e+08   3.5619e+08 
  1.0330e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  1.1013e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  1.1740e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  1.2515e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  1.3342e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  1.4223e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  1.5163e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  1.6164e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  1.7232e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  1.8370e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  1.9583e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  2.0877e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  2.2256e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  2.3726e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  2.5293e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  2.6964e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  2.8745e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  3.0643e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  3.2667e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  3.4825e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  3.7125e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  3.9577e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  4.2191e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  4.4978e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  4.7949e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  5.1116e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  5.4492e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  5.8091e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  6.1928e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  6.6019e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  7.0379e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  7.5028e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  7.9983e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  8.5266e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  9.0898e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  9.6902e+03   1.4125e-05   0.0000e+00   0.0000e+00 
  5.5000e+04   1.4125e-05   0.0000e+00   0.0000e+00 
  5.5000e+05   1.4125e-05   0.0000e+00   0.0000e+00 
  5.5000e+06   1.4125e-05   0.0000e+00   0.0000e+00 


  5.0000e-02   1.5849e-05   0.0000e+00   0.0000e+00 
  1.0330e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  1.1013e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  1.1740e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  1.2515e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  1.3342e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  1.4223e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  1.5163e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  1.6164e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  1.7232e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  1.8370e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  1.9583e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  2.0877e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  2.2256e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  2.3726e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  2.5293e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  2.6964e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  2.8745e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  3.0643e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  3.2667e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  3.4825e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  3.7125e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  3.9577e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  4.2191e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  4.4978e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  4.7949e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  5.1116e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  5.4492e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  5.8091e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  6.1928e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  6.6019e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  7.0379e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  7.5028e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  7.9983e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  8.5266e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  9.0898e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  9.6902e-01   1.5849e-05   0.0000e+00   0.0000e+00 
  1.0330e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  1.1013e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  1.1740e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  1.2515e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  1.3342e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  1.4223e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  1.5163e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  1.6164e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  1.7232e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  1.8370e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  1.9583e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  2.0877e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  2.2256e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  2.3726e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  2.5293e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  2.6964e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  2.8745e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  3.0643e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  3.2667e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  3.4825e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  3.7125e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  3.9577e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  4.2191e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  4.4978e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  4.7949e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  5.1116e+00   1.5849e-05   0.0000e+00   0.0000e+00 
  5.4492e+00   1.5849e-05   0.0000e+00   0.0000e+00 
